cu-75%sn.500rpm-1-1451-1_1.ras,,,
X,Y,,
20.43,2430,,
20.44,2430,,
20.45,2390,,
20.46,2260,,
20.47,2240,,
20.48,2330,,
20.49,2330,,
20.5,2290,,
20.51,2270,,
20.52,2320,,
20.53,2450,,
20.54,2390,,
20.55,2350,,
20.56,2310,,
20.57,2260,,
20.58,2230,,
20.59,2290,,
20.6,2330,,
20.61,2340,,
20.62,2360,,
20.63,2220,,
20.64,2270,,
20.65,2370,,
20.66,2300,,
20.67,2210,,
20.68,2170,,
20.69,2220,,
20.7,2140,,
20.71,2200,,
20.72,2280,,
20.73,2230,,
20.74,2220,,
20.75,2390,,
20.76,2470,,
20.77,2360,,
20.78,2360,,
20.79,2450,,
20.8,2420,,
20.81,2380,,
20.82,2530,,
20.83,2420,,
20.84,2230,,
20.85,2130,,
20.86,2100,,
20.87,2210,,
20.88,2290,,
20.89,2280,,
20.9,2330,,
20.91,2260,,
20.92,2170,,
20.93,2250,,
20.94,2240,,
20.95,2210,,
20.96,2270,,
20.97,2290,,
20.98,2400,,
20.99,2390,,
21,2350,,
21.01,2310,,
21.02,2270,,
21.03,2260,,
21.04,2240,,
21.05,2140,,
21.06,1990,,
21.07,2050,,
21.08,2200,,
21.09,2240,,
21.1,2160,,
21.11,2130,,
21.12,2200,,
21.13,2160,,
21.14,2190,,
21.15,2310,,
21.16,2290,,
21.17,2120,,
21.18,2040,,
21.19,2060,,
21.2,2080,,
21.21,2200,,
21.22,2300,,
21.23,2290,,
21.24,2320,,
21.25,2270,,
21.26,2190,,
21.27,2200,,
21.28,2300,,
21.29,2260,,
21.3,2290,,
21.31,2240,,
21.32,2160,,
21.33,2240,,
21.34,2310,,
21.35,2330,,
21.36,2260,,
21.37,2170,,
21.38,2030,,
21.39,2090,,
21.4,2110,,
21.41,2160,,
21.42,2090,,
21.43,2040,,
21.44,2170,,
21.45,2220,,
21.46,2130,,
21.47,2120,,
21.48,1990,,
21.49,1910,,
21.5,2040,,
21.51,2150,,
21.52,2140,,
21.53,2100,,
21.54,2120,,
21.55,2090,,
21.56,2100,,
21.57,2160,,
21.58,2090,,
21.59,2140,,
21.6,2160,,
21.61,2260,,
21.62,2270,,
21.63,2120,,
21.64,2150,,
21.65,2000,,
21.66,2080,,
21.67,2180,,
21.68,2270,,
21.69,2380,,
21.7,2250,,
21.71,2130,,
21.72,2190,,
21.73,2210,,
21.74,2090,,
21.75,2110,,
21.76,2260,,
21.77,2190,,
21.78,2000,,
21.79,1970,,
21.8,2190,,
21.81,2210,,
21.82,2180,,
21.83,2100,,
21.84,2090,,
21.85,2140,,
21.86,2170,,
21.87,2080,,
21.88,1970,,
21.89,1950,,
21.9,2060,,
21.91,2260,,
21.92,2290,,
21.93,2040,,
21.94,1930,,
21.95,1960,,
21.96,2120,,
21.97,2130,,
21.98,2110,,
21.99,2090,,
22,2150,,
22.01,2140,,
22.02,2120,,
22.03,2120,,
22.04,2100,,
22.05,2030,,
22.06,2070,,
22.07,2010,,
22.08,1980,,
22.09,2010,,
22.1,2080,,
22.11,2070,,
22.12,2050,,
22.13,2080,,
22.14,2090,,
22.15,2140,,
22.16,2220,,
22.17,2190,,
22.18,2120,,
22.19,2120,,
22.2,2170,,
22.21,2030,,
22.22,1940,,
22.23,2130,,
22.24,2160,,
22.25,1950,,
22.26,2180,,
22.27,2130,,
22.28,2030,,
22.29,1960,,
22.3,2010,,
22.31,1950,,
22.32,1960,,
22.33,1880,,
22.34,1940,,
22.35,2170,,
22.36,2220,,
22.37,2060,,
22.38,2030,,
22.39,1930,,
22.4,2070,,
22.41,2000,,
22.42,1960,,
22.43,1860,,
22.44,1980,,
22.45,2130,,
22.46,2090,,
22.47,2080,,
22.48,2110,,
22.49,2090,,
22.5,2170,,
22.51,2130,,
22.52,1870,,
22.53,1790,,
22.54,1830,,
22.55,1900,,
22.56,1930,,
22.57,1960,,
22.58,1850,,
22.59,1900,,
22.6,1950,,
22.61,2050,,
22.62,2060,,
22.63,2160,,
22.64,2080,,
22.65,2030,,
22.66,1910,,
22.67,1690,,
22.68,1780,,
22.69,1830,,
22.7,1870,,
22.71,1900,,
22.72,2050,,
22.73,2090,,
22.74,2050,,
22.75,1980,,
22.76,2080,,
22.77,1940,,
22.78,1890,,
22.79,1890,,
22.8,2020,,
22.81,1930,,
22.82,1790,,
22.83,1890,,
22.84,1950,,
22.85,1880,,
22.86,1840,,
22.87,1920,,
22.88,2110,,
22.89,2190,,
22.9,1980,,
22.91,2030,,
22.92,1940,,
22.93,1930,,
22.94,1910,,
22.95,1950,,
22.96,1940,,
22.97,2130,,
22.98,2150,,
22.99,1940,,
23,1960,,
23.01,2070,,
23.02,1960,,
23.03,2050,,
23.04,1960,,
23.05,1790,,
23.06,1820,,
23.07,2020,,
23.08,1860,,
23.09,1930,,
23.1,1960,,
23.11,1920,,
23.12,1900,,
23.13,1890,,
23.14,1830,,
23.15,1760,,
23.16,1920,,
23.17,1880,,
23.18,1830,,
23.19,2000,,
23.2,2040,,
23.21,1900,,
23.22,1910,,
23.23,1870,,
23.24,2020,,
23.25,2000,,
23.26,1860,,
23.27,1810,,
23.28,1730,,
23.29,1780,,
23.3,1820,,
23.31,1880,,
23.32,1860,,
23.33,1960,,
23.34,2010,,
23.35,1980,,
23.36,2080,,
23.37,2100,,
23.38,1920,,
23.39,1840,,
23.4,1910,,
23.41,1880,,
23.42,1910,,
23.43,1920,,
23.44,1930,,
23.45,1840,,
23.46,2010,,
23.47,1970,,
23.48,1880,,
23.49,1620,,
23.5,1680,,
23.51,1680,,
23.52,1800,,
23.53,1940,,
23.54,1850,,
23.55,1710,,
23.56,1740,,
23.57,1880,,
23.58,2100,,
23.59,1890,,
23.6,1740,,
23.61,1850,,
23.62,1930,,
23.63,1920,,
23.64,1790,,
23.65,1820,,
23.66,2060,,
23.67,1980,,
23.68,1780,,
23.69,1740,,
23.7,1980,,
23.71,2020,,
23.72,1970,,
23.73,1930,,
23.74,1910,,
23.75,1740,,
23.76,1760,,
23.77,1830,,
23.78,1870,,
23.79,1790,,
23.8,1850,,
23.81,1730,,
23.82,1820,,
23.83,1570,,
23.84,1810,,
23.85,1890,,
23.86,1920,,
23.87,1780,,
23.88,1850,,
23.89,1960,,
23.9,1820,,
23.91,2020,,
23.92,1960,,
23.93,1750,,
23.94,1870,,
23.95,1690,,
23.96,1790,,
23.97,1650,,
23.98,1850,,
23.99,1910,,
24,1820,,
24.01,1860,,
24.02,1880,,
24.03,1760,,
24.04,1840,,
24.05,1750,,
24.06,1750,,
24.07,1770,,
24.08,1810,,
24.09,1720,,
24.1,1720,,
24.11,1710,,
24.12,1590,,
24.13,1820,,
24.14,1860,,
24.15,1930,,
24.16,1930,,
24.17,1860,,
24.18,1740,,
24.19,1630,,
24.2,1750,,
24.21,1790,,
24.22,1800,,
24.23,1670,,
24.24,1790,,
24.25,1890,,
24.26,1850,,
24.27,1680,,
24.28,1680,,
24.29,1750,,
24.3,1790,,
24.31,1750,,
24.32,1860,,
24.33,1820,,
24.34,1970,,
24.35,1870,,
24.36,1830,,
24.37,1790,,
24.38,1790,,
24.39,1810,,
24.4,1940,,
24.41,1910,,
24.42,1910,,
24.43,1730,,
24.44,1730,,
24.45,1710,,
24.46,1830,,
24.47,1810,,
24.48,1640,,
24.49,1650,,
24.5,1630,,
24.51,1750,,
24.52,1670,,
24.53,1810,,
24.54,1760,,
24.55,1680,,
24.56,1680,,
24.57,1770,,
24.58,1780,,
24.59,1710,,
24.6,1780,,
24.61,1820,,
24.62,1830,,
24.63,1870,,
24.64,1780,,
24.65,1670,,
24.66,1630,,
24.67,1670,,
24.68,1790,,
24.69,1760,,
24.7,1760,,
24.71,1910,,
24.72,1800,,
24.73,1750,,
24.74,1800,,
24.75,1900,,
24.76,1810,,
24.77,1770,,
24.78,1740,,
24.79,1760,,
24.8,1570,,
24.81,1650,,
24.82,1750,,
24.83,1820,,
24.84,1800,,
24.85,1730,,
24.86,1720,,
24.87,1690,,
24.88,1620,,
24.89,1590,,
24.9,1670,,
24.91,1670,,
24.92,1720,,
24.93,1670,,
24.94,1520,,
24.95,1700,,
24.96,1760,,
24.97,1670,,
24.98,1670,,
24.99,1680,,
25,1680,,
25.01,1790,,
25.02,1730,,
25.03,1720,,
25.04,1730,,
25.05,1690,,
25.06,1580,,
25.07,1500,,
25.08,1650,,
25.09,1680,,
25.1,1670,,
25.11,1710,,
25.12,1750,,
25.13,1780,,
25.14,1720,,
25.15,1700,,
25.16,1770,,
25.17,1710,,
25.18,1570,,
25.19,1750,,
25.2,1860,,
25.21,1630,,
25.22,1610,,
25.23,1800,,
25.24,1760,,
25.25,1680,,
25.26,1680,,
25.27,1670,,
25.28,1770,,
25.29,1750,,
25.3,1700,,
25.31,1680,,
25.32,1640,,
25.33,1690,,
25.34,1700,,
25.35,1730,,
25.36,1730,,
25.37,1770,,
25.38,1690,,
25.39,1550,,
25.4,1640,,
25.41,1770,,
25.42,1780,,
25.43,1730,,
25.44,1770,,
25.45,1750,,
25.46,1660,,
25.47,1690,,
25.48,1640,,
25.49,1600,,
25.5,1750,,
25.51,1820,,
25.52,1670,,
25.53,1610,,
25.54,1650,,
25.55,1780,,
25.56,1820,,
25.57,1670,,
25.58,1600,,
25.59,1630,,
25.6,1740,,
25.61,1790,,
25.62,1700,,
25.63,1720,,
25.64,1810,,
25.65,1680,,
25.66,1500,,
25.67,1580,,
25.68,1680,,
25.69,1640,,
25.7,1650,,
25.71,1730,,
25.72,1760,,
25.73,1750,,
25.74,1850,,
25.75,1870,,
25.76,1760,,
25.77,1800,,
25.78,1700,,
25.79,1560,,
25.8,1730,,
25.81,1870,,
25.82,1760,,
25.83,1750,,
25.84,1660,,
25.85,1660,,
25.86,1640,,
25.87,1640,,
25.88,1700,,
25.89,1540,,
25.9,1570,,
25.91,1550,,
25.92,1560,,
25.93,1680,,
25.94,1560,,
25.95,1460,,
25.96,1560,,
25.97,1650,,
25.98,1640,,
25.99,1670,,
26,1730,,
26.01,1700,,
26.02,1650,,
26.03,1650,,
26.04,1680,,
26.05,1700,,
26.06,1650,,
26.07,1600,,
26.08,1710,,
26.09,1640,,
26.1,1600,,
26.11,1710,,
26.12,1670,,
26.13,1650,,
26.14,1700,,
26.15,1600,,
26.16,1500,,
26.17,1560,,
26.18,1550,,
26.19,1510,,
26.2,1520,,
26.21,1470,,
26.22,1470,,
26.23,1460,,
26.24,1650,,
26.25,1740,,
26.26,1730,,
26.27,1570,,
26.28,1600,,
26.29,1740,,
26.3,1610,,
26.31,1670,,
26.32,1870,,
26.33,1830,,
26.34,1680,,
26.35,1640,,
26.36,1630,,
26.37,1700,,
26.38,1670,,
26.39,1510,,
26.4,1550,,
26.41,1520,,
26.42,1520,,
26.43,1570,,
26.44,1600,,
26.45,1530,,
26.46,1570,,
26.47,1760,,
26.48,1660,,
26.49,1620,,
26.5,1650,,
26.51,1700,,
26.52,1540,,
26.53,1390,,
26.54,1520,,
26.55,1570,,
26.56,1490,,
26.57,1540,,
26.58,1630,,
26.59,1530,,
26.6,1490,,
26.61,1510,,
26.62,1540,,
26.63,1570,,
26.64,1510,,
26.65,1480,,
26.66,1630,,
26.67,1590,,
26.68,1580,,
26.69,1530,,
26.7,1460,,
26.71,1520,,
26.72,1630,,
26.73,1690,,
26.74,1650,,
26.75,1530,,
26.76,1510,,
26.77,1540,,
26.78,1640,,
26.79,1560,,
26.8,1470,,
26.81,1510,,
26.82,1560,,
26.83,1630,,
26.84,1520,,
26.85,1380,,
26.86,1410,,
26.87,1500,,
26.88,1510,,
26.89,1580,,
26.9,1560,,
26.91,1550,,
26.92,1530,,
26.93,1510,,
26.94,1420,,
26.95,1450,,
26.96,1520,,
26.97,1480,,
26.98,1480,,
26.99,1530,,
27,1570,,
27.01,1560,,
27.02,1530,,
27.03,1500,,
27.04,1520,,
27.05,1640,,
27.06,1630,,
27.07,1590,,
27.08,1480,,
27.09,1430,,
27.1,1510,,
27.11,1570,,
27.12,1610,,
27.13,1570,,
27.14,1580,,
27.15,1630,,
27.16,1620,,
27.17,1680,,
27.18,1750,,
27.19,1640,,
27.2,1560,,
27.21,1600,,
27.22,1530,,
27.23,1480,,
27.24,1510,,
27.25,1470,,
27.26,1480,,
27.27,1430,,
27.28,1370,,
27.29,1500,,
27.3,1560,,
27.31,1570,,
27.32,1550,,
27.33,1470,,
27.34,1460,,
27.35,1440,,
27.36,1520,,
27.37,1640,,
27.38,1550,,
27.39,1420,,
27.4,1400,,
27.41,1450,,
27.42,1470,,
27.43,1390,,
27.44,1340,,
27.45,1420,,
27.46,1490,,
27.47,1520,,
27.48,1620,,
27.49,1680,,
27.5,1650,,
27.51,1580,,
27.52,1430,,
27.53,1430,,
27.54,1480,,
27.55,1540,,
27.56,1670,,
27.57,1600,,
27.58,1440,,
27.59,1470,,
27.6,1520,,
27.61,1630,,
27.62,1650,,
27.63,1490,,
27.64,1500,,
27.65,1580,,
27.66,1510,,
27.67,1360,,
27.68,1370,,
27.69,1470,,
27.7,1450,,
27.71,1380,,
27.72,1400,,
27.73,1520,,
27.74,1560,,
27.75,1550,,
27.76,1570,,
27.77,1580,,
27.78,1520,,
27.79,1440,,
27.8,1480,,
27.81,1560,,
27.82,1560,,
27.83,1500,,
27.84,1450,,
27.85,1430,,
27.86,1420,,
27.87,1440,,
27.88,1470,,
27.89,1460,,
27.9,1450,,
27.91,1500,,
27.92,1520,,
27.93,1530,,
27.94,1550,,
27.95,1590,,
27.96,1600,,
27.97,1540,,
27.98,1530,,
27.99,1590,,
28,1580,,
28.01,1440,,
28.02,1310,,
28.03,1330,,
28.04,1400,,
28.05,1390,,
28.06,1340,,
28.07,1380,,
28.08,1400,,
28.09,1470,,
28.1,1640,,
28.11,1680,,
28.12,1530,,
28.13,1460,,
28.14,1480,,
28.15,1390,,
28.16,1360,,
28.17,1470,,
28.18,1530,,
28.19,1510,,
28.2,1570,,
28.21,1590,,
28.22,1520,,
28.23,1430,,
28.24,1460,,
28.25,1550,,
28.26,1480,,
28.27,1370,,
28.28,1360,,
28.29,1420,,
28.3,1410,,
28.31,1340,,
28.32,1420,,
28.33,1450,,
28.34,1400,,
28.35,1480,,
28.36,1590,,
28.37,1590,,
28.38,1490,,
28.39,1450,,
28.4,1500,,
28.41,1510,,
28.42,1490,,
28.43,1370,,
28.44,1340,,
28.45,1430,,
28.46,1440,,
28.47,1450,,
28.48,1530,,
28.49,1480,,
28.5,1380,,
28.51,1310,,
28.52,1410,,
28.53,1430,,
28.54,1470,,
28.55,1570,,
28.56,1520,,
28.57,1430,,
28.58,1420,,
28.59,1460,,
28.6,1480,,
28.61,1550,,
28.62,1590,,
28.63,1530,,
28.64,1580,,
28.65,1560,,
28.66,1490,,
28.67,1410,,
28.68,1280,,
28.69,1310,,
28.7,1500,,
28.71,1480,,
28.72,1430,,
28.73,1480,,
28.74,1480,,
28.75,1410,,
28.76,1430,,
28.77,1470,,
28.78,1470,,
28.79,1510,,
28.8,1420,,
28.81,1330,,
28.82,1360,,
28.83,1360,,
28.84,1500,,
28.85,1480,,
28.86,1470,,
28.87,1540,,
28.88,1500,,
28.89,1390,,
28.9,1410,,
28.91,1400,,
28.92,1380,,
28.93,1370,,
28.94,1400,,
28.95,1450,,
28.96,1460,,
28.97,1380,,
28.98,1340,,
28.99,1390,,
29,1450,,
29.01,1500,,
29.02,1540,,
29.03,1490,,
29.04,1360,,
29.05,1340,,
29.06,1360,,
29.07,1420,,
29.08,1520,,
29.09,1700,,
29.1,1600,,
29.11,1400,,
29.12,1430,,
29.13,1480,,
29.14,1540,,
29.15,1640,,
29.16,1670,,
29.17,1520,,
29.18,1450,,
29.19,1420,,
29.2,1410,,
29.21,1530,,
29.22,1530,,
29.23,1500,,
29.24,1610,,
29.25,1550,,
29.26,1520,,
29.27,1500,,
29.28,1520,,
29.29,1410,,
29.3,1410,,
29.31,1440,,
29.32,1450,,
29.33,1430,,
29.34,1520,,
29.35,1550,,
29.36,1600,,
29.37,1530,,
29.38,1520,,
29.39,1590,,
29.4,1560,,
29.41,1600,,
29.42,1580,,
29.43,1640,,
29.44,1620,,
29.45,1630,,
29.46,1550,,
29.47,1540,,
29.48,1620,,
29.49,1640,,
29.5,1580,,
29.51,1710,,
29.52,1720,,
29.53,1710,,
29.54,1730,,
29.55,1750,,
29.56,1700,,
29.57,1780,,
29.58,1850,,
29.59,1860,,
29.6,1840,,
29.61,1840,,
29.62,1860,,
29.63,1770,,
29.64,1850,,
29.65,1820,,
29.66,1960,,
29.67,2120,,
29.68,2020,,
29.69,2010,,
29.7,2050,,
29.71,1920,,
29.72,1980,,
29.73,2090,,
29.74,2090,,
29.75,2070,,
29.76,2060,,
29.77,2050,,
29.78,2070,,
29.79,2090,,
29.8,2180,,
29.81,2240,,
29.82,2190,,
29.83,2260,,
29.84,2340,,
29.85,2450,,
29.86,2660,,
29.87,2870,,
29.88,2890,,
29.89,3030,,
29.9,3100,,
29.91,3290,,
29.92,3540,,
29.93,3840,,
29.94,4040,,
29.95,4560,,
29.96,5110,,
29.97,5490,,
29.98,6050,,
29.99,6810,,
30,7450,,
30.01,7810,,
30.02,8460,,
30.03,9020,,
30.04,9850,,
30.05,10110,,
30.06,10720,,
30.07,11200,,
30.08,11850,,
30.09,11980,,
30.1,11740,,
30.11,11470,,
30.12,10860,,
30.13,10760,,
30.14,10660,,
30.15,10430,,
30.16,10040,,
30.17,9530,,
30.18,8940,,
30.19,8050,,
30.2,7440,,
30.21,7050,,
30.22,6700,,
30.23,6200,,
30.24,5630,,
30.25,5390,,
30.26,5130,,
30.27,4870,,
30.28,4560,,
30.29,4310,,
30.3,4320,,
30.31,4310,,
30.32,4370,,
30.33,4340,,
30.34,4310,,
30.35,4440,,
30.36,4720,,
30.37,4910,,
30.38,4880,,
30.39,4950,,
30.4,5230,,
30.41,5750,,
30.42,6460,,
30.43,7070,,
30.44,7610,,
30.45,8870,,
30.46,10040,,
30.47,10940,,
30.48,12750,,
30.49,15010,,
30.5,16960,,
30.51,19050,,
30.52,21970,,
30.53,25250,,
30.54,28230,,
30.55,31470,,
30.56,34330,,
30.57,37190,,
30.58,39170,,
30.59,40720,,
30.6,40510,,
30.61,40050,,
30.62,38960,,
30.63,36800,,
30.64,34750,,
30.65,32560,,
30.66,30760,,
30.67,28070,,
30.68,25110,,
30.69,22690,,
30.7,20230,,
30.71,17350,,
30.72,14800,,
30.73,12830,,
30.74,11380,,
30.75,9870,,
30.76,8370,,
30.77,7140,,
30.78,6230,,
30.79,5680,,
30.8,5210,,
30.81,4590,,
30.82,4190,,
30.83,3910,,
30.84,3690,,
30.85,3600,,
30.86,3490,,
30.87,3360,,
30.88,3080,,
30.89,3040,,
30.9,2990,,
30.91,2990,,
30.92,2800,,
30.93,2640,,
30.94,2620,,
30.95,2350,,
30.96,2250,,
30.97,2400,,
30.98,2380,,
30.99,2290,,
31,2210,,
31.01,2240,,
31.02,2160,,
31.03,2210,,
31.04,2030,,
31.05,1970,,
31.06,2030,,
31.07,2090,,
31.08,1940,,
31.09,1810,,
31.1,1910,,
31.11,1850,,
31.12,1760,,
31.13,1770,,
31.14,1740,,
31.15,1700,,
31.16,1780,,
31.17,1900,,
31.18,1640,,
31.19,1550,,
31.2,1700,,
31.21,1780,,
31.22,1680,,
31.23,1630,,
31.24,1610,,
31.25,1610,,
31.26,1640,,
31.27,1660,,
31.28,1580,,
31.29,1480,,
31.3,1620,,
31.31,1720,,
31.32,1660,,
31.33,1650,,
31.34,1470,,
31.35,1580,,
31.36,1520,,
31.37,1620,,
31.38,1600,,
31.39,1650,,
31.4,1780,,
31.41,1750,,
31.42,1470,,
31.43,1690,,
31.44,1650,,
31.45,1540,,
31.46,1700,,
31.47,1730,,
31.48,1700,,
31.49,1640,,
31.5,1710,,
31.51,1820,,
31.52,1640,,
31.53,1760,,
31.54,1780,,
31.55,1870,,
31.56,1820,,
31.57,1830,,
31.58,2000,,
31.59,2030,,
31.6,2050,,
31.61,2000,,
31.62,2060,,
31.63,2050,,
31.64,1920,,
31.65,2010,,
31.66,2080,,
31.67,2000,,
31.68,2000,,
31.69,1980,,
31.7,1950,,
31.71,2130,,
31.72,2070,,
31.73,2070,,
31.74,2280,,
31.75,2350,,
31.76,2440,,
31.77,2460,,
31.78,2550,,
31.79,2940,,
31.8,3050,,
31.81,2970,,
31.82,3450,,
31.83,3940,,
31.84,4450,,
31.85,5170,,
31.86,5540,,
31.87,6190,,
31.88,7300,,
31.89,8640,,
31.9,9360,,
31.91,10240,,
31.92,12470,,
31.93,14850,,
31.94,16150,,
31.95,16820,,
31.96,18350,,
31.97,18430,,
31.98,18230,,
31.99,17890,,
32,16860,,
32.01,16160,,
32.02,15300,,
32.03,14370,,
32.04,13460,,
32.05,12570,,
32.06,11450,,
32.07,10080,,
32.08,8670,,
32.09,7690,,
32.1,6640,,
32.11,5750,,
32.12,5120,,
32.13,4350,,
32.14,3790,,
32.15,3430,,
32.16,3160,,
32.17,2750,,
32.18,2510,,
32.19,2440,,
32.2,2390,,
32.21,2320,,
32.22,2180,,
32.23,2040,,
32.24,2020,,
32.25,2000,,
32.26,1810,,
32.27,1890,,
32.28,1920,,
32.29,1860,,
32.3,1800,,
32.31,1900,,
32.32,1970,,
32.33,1870,,
32.34,1730,,
32.35,1680,,
32.36,1450,,
32.37,1470,,
32.38,1470,,
32.39,1610,,
32.4,1670,,
32.41,1540,,
32.42,1590,,
32.43,1480,,
32.44,1340,,
32.45,1400,,
32.46,1440,,
32.47,1530,,
32.48,1490,,
32.49,1370,,
32.5,1410,,
32.51,1480,,
32.52,1550,,
32.53,1450,,
32.54,1310,,
32.55,1450,,
32.56,1390,,
32.57,1420,,
32.58,1370,,
32.59,1390,,
32.6,1460,,
32.61,1460,,
32.62,1460,,
32.63,1430,,
32.64,1460,,
32.65,1500,,
32.66,1400,,
32.67,1270,,
32.68,1340,,
32.69,1370,,
32.7,1380,,
32.71,1430,,
32.72,1370,,
32.73,1300,,
32.74,1440,,
32.75,1360,,
32.76,1220,,
32.77,1300,,
32.78,1340,,
32.79,1310,,
32.8,1310,,
32.81,1240,,
32.82,1430,,
32.83,1290,,
32.84,1400,,
32.85,1450,,
32.86,1380,,
32.87,1240,,
32.88,1240,,
32.89,1270,,
32.9,1300,,
32.91,1350,,
32.92,1380,,
32.93,1410,,
32.94,1450,,
32.95,1320,,
32.96,1260,,
32.97,1240,,
32.98,1180,,
32.99,1260,,
33,1310,,
33.01,1230,,
33.02,1310,,
33.03,1210,,
33.04,1210,,
33.05,1290,,
33.06,1440,,
33.07,1310,,
33.08,1270,,
33.09,1190,,
33.1,1270,,
33.11,1220,,
33.12,1090,,
33.13,1160,,
33.14,1190,,
33.15,1320,,
33.16,1300,,
33.17,1320,,
33.18,1280,,
33.19,1290,,
33.2,1220,,
33.21,1130,,
33.22,1270,,
33.23,1330,,
33.24,1270,,
33.25,1150,,
33.26,1170,,
33.27,1190,,
33.28,1230,,
33.29,1250,,
33.3,1170,,
33.31,1160,,
33.32,1150,,
33.33,1210,,
33.34,1360,,
33.35,1370,,
33.36,1220,,
33.37,1200,,
33.38,1220,,
33.39,1240,,
33.4,1280,,
33.41,1160,,
33.42,1130,,
33.43,1240,,
33.44,1390,,
33.45,1240,,
33.46,1280,,
33.47,1170,,
33.48,1180,,
33.49,1110,,
33.5,1210,,
33.51,1300,,
33.52,1300,,
33.53,1230,,
33.54,1250,,
33.55,1310,,
33.56,1180,,
33.57,1190,,
33.58,1350,,
33.59,1350,,
33.6,1290,,
33.61,1320,,
33.62,1220,,
33.63,1180,,
33.64,1200,,
33.65,1340,,
33.66,1360,,
33.67,1300,,
33.68,1210,,
33.69,1170,,
33.7,1240,,
33.71,1210,,
33.72,1230,,
33.73,1130,,
33.74,1210,,
33.75,1160,,
33.76,1270,,
33.77,1320,,
33.78,1230,,
33.79,1250,,
33.8,1240,,
33.81,1160,,
33.82,1100,,
33.83,1130,,
33.84,1150,,
33.85,1230,,
33.86,1350,,
33.87,1350,,
33.88,1350,,
33.89,1310,,
33.9,1220,,
33.91,1120,,
33.92,1120,,
33.93,1030,,
33.94,1080,,
33.95,1120,,
33.96,1160,,
33.97,1190,,
33.98,1200,,
33.99,1320,,
34,1270,,
34.01,1250,,
34.02,1280,,
34.03,1270,,
34.04,1220,,
34.05,1180,,
34.06,1170,,
34.07,1130,,
34.08,1220,,
34.09,1210,,
34.1,1230,,
34.11,1230,,
34.12,1110,,
34.13,1090,,
34.14,1140,,
34.15,1150,,
34.16,1120,,
34.17,1060,,
34.18,1100,,
34.19,1180,,
34.2,1250,,
34.21,1170,,
34.22,1140,,
34.23,1120,,
34.24,1140,,
34.25,1260,,
34.26,1290,,
34.27,1160,,
34.28,1120,,
34.29,1150,,
34.3,1190,,
34.31,1210,,
34.32,1230,,
34.33,1210,,
34.34,1230,,
34.35,1180,,
34.36,1170,,
34.37,1170,,
34.38,1110,,
34.39,1110,,
34.4,1170,,
34.41,1180,,
34.42,1160,,
34.43,1170,,
34.44,1130,,
34.45,1150,,
34.46,1180,,
34.47,1150,,
34.48,1120,,
34.49,1120,,
34.5,1160,,
34.51,1210,,
34.52,1120,,
34.53,1120,,
34.54,1170,,
34.55,1250,,
34.56,1200,,
34.57,1110,,
34.58,1150,,
34.59,1130,,
34.6,1040,,
34.61,1070,,
34.62,1110,,
34.63,1060,,
34.64,1090,,
34.65,1120,,
34.66,1080,,
34.67,1120,,
34.68,1160,,
34.69,1180,,
34.7,1300,,
34.71,1350,,
34.72,1240,,
34.73,1200,,
34.74,1210,,
34.75,1200,,
34.76,1170,,
34.77,1110,,
34.78,1170,,
34.79,1220,,
34.8,1140,,
34.81,1130,,
34.82,1120,,
34.83,1100,,
34.84,1120,,
34.85,1190,,
34.86,1210,,
34.87,1190,,
34.88,1160,,
34.89,1200,,
34.9,1190,,
34.91,1150,,
34.92,1140,,
34.93,1160,,
34.94,1150,,
34.95,1100,,
34.96,1110,,
34.97,1120,,
34.98,1160,,
34.99,1230,,
35,1180,,
35.01,1120,,
35.02,1130,,
35.03,1160,,
35.04,1170,,
35.05,1160,,
35.06,1220,,
35.07,1230,,
35.08,1220,,
35.09,1240,,
35.1,1260,,
35.11,1280,,
35.12,1250,,
35.13,1280,,
35.14,1280,,
35.15,1210,,
35.16,1250,,
35.17,1380,,
35.18,1430,,
35.19,1430,,
35.2,1420,,
35.21,1290,,
35.22,1280,,
35.23,1400,,
35.24,1390,,
35.25,1280,,
35.26,1190,,
35.27,1270,,
35.28,1390,,
35.29,1270,,
35.3,1120,,
35.31,1180,,
35.32,1300,,
35.33,1230,,
35.34,1190,,
35.35,1250,,
35.36,1260,,
35.37,1200,,
35.38,1140,,
35.39,1120,,
35.4,1180,,
35.41,1150,,
35.42,1100,,
35.43,1100,,
35.44,1170,,
35.45,1140,,
35.46,1140,,
35.47,1260,,
35.48,1210,,
35.49,1050,,
35.5,970,,
35.51,990,,
35.52,1060,,
35.53,1130,,
35.54,1090,,
35.55,1050,,
35.56,1120,,
35.57,1190,,
35.58,1180,,
35.59,1110,,
35.6,1110,,
35.61,1200,,
35.62,1170,,
35.63,1050,,
35.64,1070,,
35.65,1090,,
35.66,1020,,
35.67,1060,,
35.68,1150,,
35.69,1150,,
35.7,1120,,
35.71,1150,,
35.72,1120,,
35.73,1060,,
35.74,1080,,
35.75,1070,,
35.76,1080,,
35.77,1040,,
35.78,1060,,
35.79,1130,,
35.8,1130,,
35.81,1120,,
35.82,1080,,
35.83,1090,,
35.84,1160,,
35.85,1130,,
35.86,1050,,
35.87,1000,,
35.88,1020,,
35.89,1090,,
35.9,1140,,
35.91,1140,,
35.92,1140,,
35.93,1210,,
35.94,1230,,
35.95,1160,,
35.96,1110,,
35.97,1160,,
