cu-75%sn.500rpm-1-1451-1_1.ras,,,
X,Y,,
35.98,1190,,
35.99,1190,,
36,1150,,
36.01,1090,,
36.02,1030,,
36.03,950,,
36.04,1020,,
36.05,1110,,
36.06,1120,,
36.07,1100,,
36.08,1130,,
36.09,1140,,
36.1,1080,,
36.11,1030,,
36.12,1090,,
36.13,1150,,
36.14,1100,,
36.15,1070,,
36.16,1140,,
36.17,1110,,
36.18,1010,,
36.19,1000,,
36.2,990,,
36.21,980,,
36.22,1010,,
36.23,1040,,
36.24,1080,,
36.25,1060,,
36.26,1000,,
36.27,1070,,
36.28,1160,,
36.29,1100,,
36.3,1070,,
36.31,1090,,
36.32,1100,,
36.33,1050,,
36.34,1000,,
36.35,1070,,
36.36,1140,,
36.37,1100,,
36.38,1040,,
36.39,1000,,
36.4,1060,,
36.41,1120,,
36.42,1070,,
36.43,970,,
36.44,1020,,
36.45,1060,,
36.46,990,,
36.47,1010,,
36.48,1080,,
36.49,1060,,
36.5,1030,,
36.51,1120,,
36.52,1190,,
36.53,1130,,
36.54,1030,,
36.55,950,,
36.56,960,,
36.57,1050,,
36.58,1050,,
36.59,1040,,
36.6,1120,,
36.61,1120,,
36.62,1120,,
36.63,1070,,
36.64,1060,,
36.65,1040,,
36.66,1040,,
36.67,1090,,
36.68,1070,,
36.69,1060,,
36.7,1080,,
36.71,1070,,
36.72,1090,,
36.73,1140,,
36.74,1050,,
36.75,1030,,
36.76,1050,,
36.77,1140,,
36.78,1090,,
36.79,1020,,
36.8,1030,,
36.81,1110,,
36.82,1130,,
36.83,1080,,
36.84,1000,,
36.85,920,,
36.86,960,,
36.87,960,,
36.88,960,,
36.89,1020,,
36.9,1040,,
36.91,1120,,
36.92,1210,,
36.93,1110,,
36.94,1050,,
36.95,1070,,
36.96,1070,,
36.97,1020,,
36.98,1020,,
36.99,1110,,
37,1150,,
37.01,1040,,
37.02,1000,,
37.03,1010,,
37.04,970,,
37.05,960,,
37.06,990,,
37.07,1010,,
37.08,1020,,
37.09,990,,
37.1,1000,,
37.11,1100,,
37.12,1060,,
37.13,1090,,
37.14,1110,,
37.15,1080,,
37.16,1070,,
37.17,1080,,
37.18,1140,,
37.19,1130,,
37.2,1110,,
37.21,1120,,
37.22,1110,,
37.23,1110,,
37.24,1120,,
37.25,1170,,
37.26,1130,,
37.27,1110,,
37.28,1150,,
37.29,1060,,
37.3,970,,
37.31,920,,
37.32,950,,
37.33,980,,
37.34,1030,,
37.35,1050,,
37.36,990,,
37.37,1000,,
37.38,1090,,
37.39,1080,,
37.4,1030,,
37.41,1040,,
37.42,1130,,
37.43,1130,,
37.44,1040,,
37.45,1060,,
37.46,1070,,
37.47,1020,,
37.48,950,,
37.49,940,,
37.5,1030,,
37.51,1050,,
37.52,1000,,
37.53,920,,
37.54,980,,
37.55,1090,,
37.56,1040,,
37.57,1040,,
37.58,1030,,
37.59,1090,,
37.6,1130,,
37.61,1100,,
37.62,1040,,
37.63,1050,,
37.64,1060,,
37.65,1080,,
37.66,1040,,
37.67,1120,,
37.68,1150,,
37.69,1080,,
37.7,970,,
37.71,1020,,
37.72,1000,,
37.73,1020,,
37.74,1070,,
37.75,1000,,
37.76,1000,,
37.77,1020,,
37.78,1070,,
37.79,1120,,
37.8,1000,,
37.81,990,,
37.82,1000,,
37.83,1000,,
37.84,1060,,
37.85,1130,,
37.86,1060,,
37.87,990,,
37.88,1020,,
37.89,990,,
37.9,930,,
37.91,890,,
37.92,990,,
37.93,1070,,
37.94,1000,,
37.95,990,,
37.96,960,,
37.97,1020,,
37.98,1030,,
37.99,1070,,
38,1040,,
38.01,1090,,
38.02,1120,,
38.03,1070,,
38.04,1000,,
38.05,1090,,
38.06,1150,,
38.07,1120,,
38.08,1120,,
38.09,1070,,
38.1,1030,,
38.11,1090,,
38.12,1000,,
38.13,1070,,
38.14,1110,,
38.15,1100,,
38.16,1200,,
38.17,1160,,
38.18,1060,,
38.19,940,,
38.2,1030,,
38.21,1100,,
38.22,1100,,
38.23,1020,,
38.24,1010,,
38.25,1040,,
38.26,1040,,
38.27,1120,,
38.28,1050,,
38.29,870,,
38.3,940,,
38.31,1040,,
38.32,1100,,
38.33,1050,,
38.34,960,,
38.35,1020,,
38.36,1050,,
38.37,1060,,
38.38,1040,,
38.39,1050,,
38.4,1170,,
38.41,1170,,
38.42,1060,,
38.43,1010,,
38.44,1000,,
38.45,1030,,
38.46,1020,,
38.47,980,,
38.48,1050,,
38.49,1010,,
38.5,1060,,
38.51,980,,
38.52,970,,
38.53,1040,,
38.54,1060,,
38.55,1080,,
38.56,1190,,
38.57,1030,,
38.58,970,,
38.59,1040,,
38.6,1020,,
38.61,1030,,
38.62,1090,,
38.63,1130,,
38.64,1080,,
38.65,1100,,
38.66,1030,,
38.67,950,,
38.68,840,,
38.69,880,,
38.7,1000,,
38.71,1070,,
38.72,1060,,
38.73,1080,,
38.74,1000,,
38.75,960,,
38.76,950,,
38.77,1000,,
38.78,1090,,
38.79,1170,,
38.8,1000,,
38.81,980,,
38.82,1010,,
38.83,1010,,
38.84,970,,
38.85,1030,,
38.86,1000,,
38.87,950,,
38.88,1120,,
38.89,1100,,
38.9,940,,
38.91,1110,,
38.92,1150,,
38.93,1090,,
38.94,950,,
38.95,1080,,
38.96,1160,,
38.97,1070,,
38.98,1030,,
38.99,1080,,
39,1010,,
39.01,1050,,
39.02,1040,,
39.03,1100,,
39.04,1190,,
39.05,1100,,
39.06,1110,,
39.07,1020,,
39.08,1010,,
39.09,980,,
39.1,890,,
39.11,980,,
39.12,1020,,
39.13,920,,
39.14,950,,
39.15,1030,,
39.16,980,,
39.17,960,,
39.18,1070,,
39.19,1000,,
39.2,1080,,
39.21,1090,,
39.22,980,,
39.23,1030,,
39.24,1090,,
39.25,1000,,
39.26,1020,,
39.27,1090,,
39.28,1130,,
39.29,1110,,
39.3,1070,,
39.31,1040,,
39.32,1120,,
39.33,1080,,
39.34,1080,,
39.35,1090,,
39.36,1030,,
39.37,1050,,
39.38,1040,,
39.39,1000,,
39.4,1000,,
39.41,920,,
39.42,840,,
39.43,960,,
39.44,1040,,
39.45,1100,,
39.46,990,,
39.47,970,,
39.48,920,,
39.49,1000,,
39.5,1110,,
39.51,960,,
39.52,880,,
39.53,1020,,
39.54,990,,
39.55,960,,
39.56,960,,
39.57,970,,
39.58,970,,
39.59,1000,,
39.6,1030,,
39.61,980,,
39.62,960,,
39.63,1010,,
39.64,1030,,
39.65,1000,,
39.66,1010,,
39.67,1060,,
39.68,1020,,
39.69,1020,,
39.7,1010,,
39.71,930,,
39.72,900,,
39.73,970,,
39.74,1040,,
39.75,1050,,
39.76,970,,
39.77,970,,
39.78,1060,,
39.79,1100,,
39.8,1050,,
39.81,1100,,
39.82,1040,,
39.83,940,,
39.84,850,,
39.85,960,,
39.86,960,,
39.87,920,,
39.88,960,,
39.89,930,,
39.9,970,,
39.91,1090,,
39.92,1080,,
39.93,1030,,
39.94,1000,,
39.95,970,,
39.96,880,,
39.97,940,,
39.98,970,,
39.99,990,,
40,1120,,
40.01,1100,,
40.02,950,,
40.03,1040,,
40.04,860,,
40.05,1020,,
40.06,1030,,
40.07,910,,
40.08,980,,
40.09,960,,
40.1,900,,
40.11,1020,,
40.12,1020,,
40.13,1060,,
40.14,1000,,
40.15,940,,
40.16,1010,,
40.17,1020,,
40.18,1040,,
40.19,1140,,
40.2,1010,,
40.21,970,,
40.22,990,,
40.23,1010,,
40.24,920,,
40.25,930,,
40.26,1010,,
40.27,810,,
40.28,940,,
40.29,810,,
40.3,890,,
40.31,990,,
40.32,860,,
40.33,910,,
40.34,1050,,
40.35,1040,,
40.36,940,,
40.37,890,,
40.38,950,,
40.39,980,,
40.4,910,,
40.41,950,,
40.42,910,,
40.43,810,,
40.44,990,,
40.45,1110,,
40.46,1030,,
40.47,1110,,
40.48,930,,
40.49,920,,
40.5,970,,
40.51,910,,
40.52,820,,
40.53,930,,
40.54,950,,
40.55,980,,
40.56,890,,
40.57,1100,,
40.58,1130,,
40.59,1060,,
40.6,1030,,
40.61,890,,
40.62,1000,,
40.63,1040,,
40.64,940,,
40.65,870,,
40.66,790,,
40.67,970,,
40.68,920,,
40.69,930,,
40.7,990,,
40.71,1030,,
40.72,970,,
40.73,880,,
40.74,950,,
40.75,970,,
40.76,1110,,
40.77,920,,
40.78,750,,
40.79,830,,
40.8,950,,
40.81,950,,
40.82,980,,
40.83,1000,,
40.84,1010,,
40.85,940,,
40.86,850,,
40.87,830,,
40.88,840,,
40.89,940,,
40.9,920,,
40.91,780,,
40.92,820,,
40.93,890,,
40.94,910,,
40.95,910,,
40.96,880,,
40.97,960,,
40.98,940,,
40.99,1020,,
41,910,,
41.01,910,,
41.02,990,,
41.03,930,,
41.04,880,,
41.05,900,,
41.06,960,,
41.07,1040,,
41.08,910,,
41.09,1000,,
41.1,1090,,
41.11,1050,,
41.12,1090,,
41.13,1010,,
41.14,990,,
41.15,940,,
41.16,1040,,
41.17,1060,,
41.18,1120,,
41.19,910,,
41.2,880,,
41.21,1010,,
41.22,1090,,
41.23,1100,,
41.24,1040,,
41.25,1050,,
41.26,990,,
41.27,940,,
41.28,920,,
41.29,940,,
41.3,930,,
41.31,970,,
41.32,960,,
41.33,960,,
41.34,1000,,
41.35,1010,,
41.36,880,,
41.37,890,,
41.38,990,,
41.39,960,,
41.4,1010,,
41.41,1070,,
41.42,1060,,
41.43,990,,
41.44,990,,
41.45,940,,
41.46,930,,
41.47,950,,
41.48,960,,
41.49,1030,,
41.5,1070,,
41.51,920,,
41.52,870,,
41.53,970,,
41.54,970,,
41.55,1010,,
41.56,1000,,
41.57,1050,,
41.58,1050,,
41.59,980,,
41.6,1060,,
41.61,1040,,
41.62,1010,,
41.63,970,,
41.64,910,,
41.65,1030,,
41.66,1020,,
41.67,1020,,
41.68,1030,,
41.69,980,,
41.7,1050,,
41.71,1020,,
41.72,1060,,
41.73,1090,,
41.74,1130,,
41.75,1040,,
41.76,1000,,
41.77,1090,,
41.78,1040,,
41.79,1060,,
41.8,1010,,
41.81,900,,
41.82,910,,
41.83,880,,
41.84,930,,
41.85,960,,
41.86,1120,,
41.87,1130,,
41.88,1050,,
41.89,1070,,
41.9,1040,,
41.91,1110,,
41.92,980,,
41.93,900,,
41.94,1010,,
41.95,1000,,
41.96,1060,,
41.97,1040,,
41.98,1030,,
41.99,910,,
42,1000,,
42.01,1040,,
42.02,1060,,
42.03,1100,,
42.04,1070,,
42.05,980,,
42.06,900,,
42.07,880,,
42.08,940,,
42.09,970,,
42.1,950,,
42.11,970,,
42.12,1150,,
42.13,1120,,
42.14,1020,,
42.15,820,,
42.16,960,,
42.17,1060,,
42.18,1040,,
42.19,1030,,
42.2,1110,,
42.21,1070,,
42.22,1050,,
42.23,1170,,
42.24,1080,,
42.25,1100,,
42.26,1080,,
42.27,1050,,
42.28,1050,,
42.29,1070,,
42.3,1140,,
42.31,1130,,
42.32,1100,,
42.33,1150,,
42.34,1090,,
42.35,1050,,
42.36,1120,,
42.37,1160,,
42.38,1100,,
42.39,1010,,
42.4,1100,,
42.41,1140,,
42.42,1200,,
42.43,1130,,
42.44,1190,,
42.45,1190,,
42.46,1180,,
42.47,1160,,
42.48,1200,,
42.49,1190,,
42.5,1290,,
42.51,1320,,
42.52,1200,,
42.53,1280,,
42.54,1410,,
42.55,1420,,
42.56,1360,,
42.57,1260,,
42.58,1300,,
42.59,1190,,
42.6,1260,,
42.61,1410,,
42.62,1380,,
42.63,1570,,
42.64,1540,,
42.65,1500,,
42.66,1730,,
42.67,1920,,
42.68,2030,,
42.69,2050,,
42.7,2270,,
42.71,2420,,
42.72,2510,,
42.73,2630,,
42.74,2580,,
42.75,2510,,
42.76,2760,,
42.77,3000,,
42.78,3200,,
42.79,3440,,
42.8,3850,,
42.81,4350,,
42.82,4490,,
42.83,4850,,
42.84,5250,,
42.85,5830,,
42.86,5990,,
42.87,6340,,
42.88,6810,,
42.89,7190,,
42.9,7170,,
42.91,7310,,
42.92,7480,,
42.93,7400,,
42.94,7520,,
42.95,7970,,
42.96,7950,,
42.97,7590,,
42.98,7310,,
42.99,7400,,
43,7070,,
43.01,6800,,
43.02,6530,,
43.03,6570,,
43.04,6100,,
43.05,5710,,
43.06,5690,,
43.07,5500,,
43.08,5380,,
43.09,5310,,
43.1,4830,,
43.11,4760,,
43.12,4540,,
43.13,4280,,
43.14,4290,,
43.15,4420,,
43.16,4560,,
43.17,4460,,
43.18,4480,,
43.19,4570,,
43.2,4630,,
43.21,4910,,
43.22,4860,,
43.23,5130,,
43.24,5360,,
43.25,5570,,
43.26,5640,,
43.27,5390,,
43.28,5220,,
43.29,5270,,
43.3,5360,,
43.31,5530,,
43.32,5350,,
43.33,4900,,
43.34,4720,,
43.35,4590,,
43.36,4470,,
43.37,3930,,
43.38,3840,,
43.39,3690,,
43.4,3550,,
43.41,3580,,
43.42,3350,,
43.43,3080,,
43.44,2820,,
43.45,2620,,
43.46,2590,,
43.47,2490,,
43.48,2240,,
43.49,2050,,
43.5,1910,,
43.51,1810,,
43.52,1760,,
43.53,1640,,
43.54,1610,,
43.55,1730,,
43.56,1770,,
43.57,1760,,
43.58,1720,,
43.59,1670,,
43.6,1600,,
43.61,1500,,
43.62,1440,,
43.63,1410,,
43.64,1430,,
43.65,1570,,
43.66,1590,,
43.67,1600,,
43.68,1610,,
43.69,1620,,
43.7,1780,,
43.71,1890,,
43.72,1850,,
43.73,1930,,
43.74,2090,,
43.75,2400,,
43.76,2620,,
43.77,2790,,
43.78,3370,,
43.79,3820,,
43.8,4020,,
43.81,4220,,
43.82,4690,,
43.83,5030,,
43.84,4960,,
43.85,4920,,
43.86,4620,,
43.87,4150,,
43.88,3970,,
43.89,3770,,
43.9,3430,,
43.91,3180,,
43.92,3340,,
43.93,3410,,
43.94,3380,,
43.95,3290,,
43.96,3240,,
43.97,3000,,
43.98,2750,,
43.99,2710,,
44,2480,,
44.01,2160,,
44.02,1910,,
44.03,1720,,
44.04,1710,,
44.05,1640,,
44.06,1490,,
44.07,1430,,
44.08,1320,,
44.09,1310,,
44.1,1430,,
44.11,1280,,
44.12,1230,,
44.13,1270,,
44.14,1250,,
44.15,1290,,
44.16,1240,,
44.17,1240,,
44.18,1230,,
44.19,1190,,
44.2,1190,,
44.21,1200,,
44.22,1160,,
44.23,1220,,
44.24,1210,,
44.25,1120,,
44.26,1140,,
44.27,1130,,
44.28,1130,,
44.29,1160,,
44.3,1060,,
44.31,1070,,
44.32,1140,,
44.33,1150,,
44.34,1050,,
44.35,1010,,
44.36,1110,,
44.37,1190,,
44.38,1220,,
44.39,1190,,
44.4,1190,,
44.41,1160,,
44.42,1180,,
44.43,1240,,
44.44,1240,,
44.45,1210,,
44.46,1240,,
44.47,1180,,
44.48,1040,,
44.49,1130,,
44.5,1250,,
44.51,1220,,
44.52,1190,,
44.53,1260,,
44.54,1280,,
44.55,1390,,
44.56,1370,,
44.57,1340,,
44.58,1450,,
44.59,1430,,
44.6,1410,,
44.61,1500,,
44.62,1400,,
44.63,1380,,
44.64,1500,,
44.65,1620,,
44.66,1700,,
44.67,1610,,
44.68,1610,,
44.69,1840,,
44.7,1920,,
44.71,1980,,
44.72,2180,,
44.73,2550,,
44.74,2910,,
44.75,3040,,
44.76,3270,,
44.77,3760,,
44.78,4420,,
44.79,4940,,
44.8,5650,,
44.81,6530,,
44.82,7270,,
44.83,7990,,
44.84,8850,,
44.85,9510,,
44.86,9460,,
44.87,8930,,
44.88,8720,,
44.89,8700,,
44.9,8360,,
44.91,7680,,
44.92,7230,,
44.93,7030,,
44.94,6650,,
44.95,6480,,
44.96,6530,,
44.97,6340,,
44.98,5970,,
44.99,5430,,
45,4940,,
45.01,4670,,
45.02,4330,,
45.03,3880,,
45.04,3430,,
45.05,3090,,
45.06,2620,,
45.07,2190,,
45.08,2030,,
45.09,1870,,
45.1,1770,,
45.11,1750,,
45.12,1670,,
45.13,1530,,
45.14,1390,,
45.15,1340,,
45.16,1300,,
45.17,1300,,
45.18,1350,,
45.19,1300,,
45.2,1190,,
45.21,1090,,
45.22,1110,,
45.23,1250,,
45.24,1220,,
45.25,1090,,
45.26,1110,,
45.27,1200,,
45.28,1210,,
45.29,1170,,
45.3,1120,,
45.31,1110,,
45.32,1110,,
45.33,1060,,
45.34,1070,,
45.35,1130,,
45.36,1060,,
45.37,1050,,
45.38,1030,,
45.39,940,,
45.4,960,,
45.41,1040,,
45.42,1100,,
45.43,1110,,
45.44,1090,,
45.45,1070,,
45.46,1050,,
45.47,1040,,
45.48,1060,,
45.49,1040,,
45.5,1040,,
45.51,1070,,
45.52,1040,,
45.53,930,,
45.54,990,,
45.55,1060,,
45.56,960,,
45.57,1000,,
45.58,1030,,
45.59,980,,
45.6,980,,
45.61,1070,,
45.62,1040,,
45.63,890,,
45.64,880,,
45.65,940,,
45.66,1000,,
45.67,1000,,
45.68,930,,
45.69,940,,
45.7,1000,,
45.71,1000,,
45.72,940,,
45.73,940,,
45.74,960,,
45.75,980,,
45.76,1030,,
45.77,1000,,
45.78,910,,
45.79,870,,
45.8,840,,
45.81,920,,
45.82,1030,,
45.83,1010,,
45.84,980,,
45.85,890,,
45.86,870,,
45.87,920,,
45.88,920,,
45.89,900,,
45.9,950,,
45.91,1000,,
45.92,1000,,
45.93,1080,,
45.94,1050,,
45.95,970,,
45.96,1020,,
45.97,1020,,
45.98,910,,
45.99,830,,
46,840,,
46.01,920,,
46.02,960,,
46.03,960,,
46.04,930,,
46.05,940,,
46.06,1000,,
46.07,990,,
46.08,950,,
46.09,960,,
46.1,880,,
46.11,840,,
46.12,970,,
46.13,1060,,
46.14,1060,,
46.15,1030,,
46.16,1040,,
46.17,1020,,
46.18,940,,
46.19,850,,
46.2,870,,
46.21,920,,
46.22,910,,
46.23,1020,,
46.24,1090,,
46.25,1020,,
46.26,920,,
46.27,880,,
46.28,890,,
46.29,840,,
46.3,820,,
46.31,870,,
46.32,940,,
46.33,980,,
46.34,990,,
46.35,960,,
46.36,930,,
46.37,890,,
46.38,850,,
46.39,940,,
46.4,940,,
46.41,850,,
46.42,840,,
46.43,910,,
46.44,920,,
46.45,880,,
46.46,930,,
46.47,970,,
46.48,990,,
46.49,990,,
46.5,960,,
46.51,920,,
46.52,880,,
46.53,930,,
46.54,930,,
46.55,880,,
46.56,950,,
46.57,1020,,
46.58,950,,
46.59,930,,
46.6,980,,
46.61,940,,
46.62,830,,
46.63,920,,
46.64,970,,
46.65,920,,
46.66,890,,
46.67,830,,
46.68,890,,
46.69,970,,
46.7,990,,
46.71,1020,,
46.72,970,,
46.73,860,,
46.74,870,,
46.75,930,,
46.76,960,,
46.77,960,,
46.78,920,,
46.79,950,,
46.8,980,,
46.81,930,,
46.82,930,,
46.83,1000,,
46.84,1000,,
46.85,900,,
46.86,870,,
46.87,910,,
46.88,970,,
46.89,980,,
46.9,940,,
46.91,930,,
46.92,890,,
46.93,880,,
46.94,880,,
46.95,910,,
46.96,930,,
46.97,900,,
46.98,880,,
46.99,890,,
47,850,,
47.01,780,,
47.02,790,,
47.03,870,,
47.04,890,,
47.05,870,,
47.06,860,,
47.07,930,,
47.08,1030,,
47.09,990,,
47.1,940,,
47.11,920,,
47.12,950,,
47.13,1050,,
47.14,1040,,
47.15,990,,
47.16,950,,
47.17,900,,
47.18,900,,
47.19,910,,
47.2,910,,
47.21,810,,
47.22,740,,
47.23,770,,
47.24,820,,
47.25,880,,
47.26,840,,
47.27,880,,
47.28,1000,,
47.29,960,,
47.3,890,,
47.31,910,,
47.32,880,,
47.33,900,,
47.34,910,,
47.35,890,,
47.36,860,,
47.37,870,,
47.38,890,,
47.39,890,,
47.4,950,,
47.41,960,,
47.42,870,,
47.43,880,,
47.44,910,,
47.45,900,,
47.46,930,,
47.47,930,,
47.48,940,,
47.49,940,,
47.5,990,,
47.51,1020,,
47.52,950,,
47.53,870,,
47.54,900,,
47.55,880,,
47.56,860,,
47.57,910,,
47.58,950,,
47.59,950,,
47.6,970,,
47.61,970,,
47.62,950,,
47.63,970,,
47.64,930,,
47.65,790,,
47.66,800,,
47.67,900,,
47.68,920,,
47.69,860,,
47.7,920,,
47.71,950,,
47.72,920,,
47.73,960,,
47.74,960,,
47.75,870,,
47.76,880,,
47.77,900,,
47.78,890,,
47.79,810,,
47.8,810,,
47.81,830,,
47.82,820,,
47.83,800,,
47.84,800,,
47.85,830,,
47.86,860,,
47.87,910,,
47.88,840,,
47.89,810,,
47.9,870,,
47.91,920,,
47.92,950,,
47.93,990,,
47.94,1020,,
47.95,950,,
47.96,980,,
47.97,960,,
47.98,930,,
47.99,950,,
48,950,,
48.01,940,,
48.02,930,,
48.03,930,,
48.04,1010,,
48.05,1060,,
48.06,1030,,
48.07,900,,
48.08,870,,
48.09,960,,
48.1,920,,
48.11,810,,
48.12,850,,
48.13,900,,
48.14,820,,
48.15,800,,
48.16,870,,
48.17,940,,
48.18,950,,
48.19,890,,
48.2,930,,
48.21,980,,
48.22,970,,
48.23,970,,
48.24,960,,
48.25,890,,
48.26,810,,
48.27,770,,
48.28,810,,
48.29,940,,
48.3,980,,
48.31,990,,
48.32,900,,
48.33,910,,
48.34,890,,
48.35,800,,
48.36,800,,
48.37,890,,
48.38,860,,
48.39,890,,
48.4,820,,
48.41,850,,
48.42,980,,
48.43,1000,,
48.44,960,,
48.45,970,,
48.46,920,,
48.47,940,,
48.48,1010,,
48.49,1000,,
48.5,950,,
48.51,900,,
48.52,930,,
48.53,970,,
48.54,920,,
48.55,950,,
48.56,820,,
48.57,800,,
48.58,880,,
48.59,860,,
48.6,860,,
48.61,940,,
48.62,830,,
48.63,790,,
48.64,900,,
48.65,910,,
48.66,800,,
48.67,820,,
48.68,820,,
48.69,820,,
48.7,890,,
48.71,1000,,
48.72,960,,
48.73,920,,
48.74,920,,
48.75,880,,
48.76,850,,
48.77,850,,
48.78,870,,
48.79,890,,
48.8,940,,
48.81,920,,
48.82,970,,
48.83,930,,
48.84,850,,
48.85,840,,
48.86,910,,
48.87,920,,
48.88,810,,
48.89,760,,
48.9,840,,
48.91,890,,
48.92,860,,
48.93,810,,
48.94,870,,
48.95,870,,
48.96,890,,
48.97,870,,
48.98,790,,
48.99,820,,
49,860,,
49.01,830,,
49.02,830,,
49.03,890,,
49.04,900,,
49.05,900,,
49.06,920,,
49.07,890,,
49.08,840,,
49.09,830,,
49.1,860,,
49.11,830,,
49.12,830,,
49.13,870,,
49.14,970,,
49.15,1070,,
49.16,990,,
49.17,860,,
49.18,820,,
49.19,920,,
49.2,980,,
49.21,910,,
49.22,930,,
49.23,1010,,
49.24,1030,,
49.25,990,,
49.26,950,,
49.27,1000,,
49.28,960,,
49.29,950,,
49.3,910,,
49.31,890,,
49.32,880,,
49.33,890,,
49.34,880,,
49.35,880,,
49.36,930,,
49.37,890,,
49.38,800,,
49.39,790,,
49.4,830,,
49.41,850,,
49.42,920,,
49.43,970,,
49.44,960,,
49.45,920,,
49.46,920,,
49.47,900,,
49.48,890,,
49.49,900,,
49.5,930,,
49.51,980,,
49.52,960,,
49.53,910,,
49.54,800,,
49.55,750,,
49.56,750,,
49.57,890,,
49.58,970,,
49.59,880,,
49.6,890,,
49.61,960,,
49.62,920,,
49.63,820,,
49.64,790,,
49.65,820,,
49.66,820,,
49.67,880,,
49.68,940,,
49.69,980,,
49.7,950,,
49.71,820,,
49.72,790,,
49.73,790,,
49.74,850,,
49.75,910,,
49.76,810,,
49.77,830,,
49.78,960,,
49.79,890,,
49.8,960,,
49.81,960,,
49.82,950,,
49.83,860,,
49.84,780,,
49.85,910,,
49.86,890,,
49.87,870,,
49.88,920,,
49.89,910,,
49.9,780,,
49.91,830,,
49.92,900,,
49.93,920,,
49.94,930,,
49.95,870,,
49.96,870,,
49.97,870,,
49.98,890,,
49.99,990,,
50,1030,,
50.01,890,,
50.02,770,,
50.03,820,,
50.04,900,,
50.05,930,,
50.06,880,,
50.07,840,,
50.08,920,,
50.09,890,,
50.1,770,,
50.11,900,,
50.12,960,,
50.13,900,,
50.14,830,,
50.15,790,,
50.16,810,,
50.17,850,,
50.18,840,,
50.19,870,,
50.2,860,,
50.21,860,,
50.22,930,,
50.23,960,,
50.24,940,,
50.25,940,,
50.26,880,,
50.27,870,,
50.28,930,,
50.29,930,,
50.3,900,,
50.31,870,,
50.32,880,,
50.33,850,,
50.34,860,,
50.35,850,,
50.36,890,,
50.37,860,,
50.38,890,,
50.39,860,,
50.4,920,,
50.41,910,,
50.42,830,,
50.43,820,,
50.44,820,,
50.45,780,,
50.46,810,,
50.47,850,,
50.48,920,,
50.49,930,,
50.5,890,,
50.51,860,,
50.52,910,,
50.53,850,,
50.54,840,,
50.55,750,,
50.56,750,,
50.57,860,,
50.58,960,,
50.59,940,,
50.6,890,,
50.61,820,,
50.62,860,,
50.63,870,,
50.64,860,,
50.65,890,,
50.66,810,,
50.67,820,,
50.68,910,,
50.69,890,,
50.7,860,,
50.71,750,,
50.72,860,,
50.73,980,,
50.74,880,,
50.75,780,,
50.76,800,,
50.77,900,,
50.78,920,,
50.79,920,,
50.8,820,,
50.81,780,,
50.82,840,,
50.83,920,,
50.84,890,,
50.85,920,,
50.86,1050,,
50.87,980,,
50.88,910,,
50.89,880,,
50.9,890,,
50.91,900,,
50.92,880,,
50.93,860,,
50.94,850,,
50.95,860,,
50.96,960,,
50.97,970,,
50.98,910,,
50.99,910,,
51,840,,
51.01,830,,
51.02,940,,
51.03,970,,
51.04,910,,
51.05,850,,
51.06,830,,
51.07,850,,
51.08,830,,
51.09,830,,
51.1,980,,
51.11,890,,
51.12,840,,
51.13,830,,
51.14,720,,
51.15,740,,
51.16,820,,
51.17,820,,
51.18,850,,
51.19,860,,
51.2,820,,
51.21,900,,
51.22,970,,
51.23,970,,
51.24,850,,
51.25,770,,
51.26,760,,
51.27,780,,
51.28,850,,
51.29,810,,
51.3,800,,
51.31,700,,
51.32,740,,
51.33,840,,
51.34,860,,
51.35,860,,
51.36,920,,
51.37,910,,
51.38,890,,
51.39,830,,
51.4,890,,
51.41,850,,
51.42,900,,
51.43,950,,
51.44,1010,,
51.45,940,,
51.46,830,,
51.47,840,,
51.48,950,,
51.49,940,,
51.5,860,,
51.51,930,,
51.52,910,,
51.53,930,,
51.54,910,,
51.55,880,,
51.56,850,,
51.57,820,,
51.58,850,,
51.59,890,,
51.6,820,,
51.61,790,,
51.62,740,,
51.63,780,,
51.64,860,,
51.65,900,,
51.66,980,,
51.67,940,,
51.68,1030,,
51.69,940,,
51.7,910,,
51.71,820,,
51.72,840,,
51.73,830,,
51.74,830,,
51.75,920,,
51.76,900,,
51.77,880,,
51.78,970,,
51.79,890,,
51.8,920,,
51.81,960,,
51.82,980,,
51.83,970,,
51.84,880,,
51.85,850,,
51.86,860,,
51.87,870,,
51.88,850,,
51.89,890,,
51.9,950,,
51.91,870,,
51.92,1000,,
51.93,950,,
51.94,1020,,
51.95,870,,
51.96,900,,
51.97,890,,
51.98,930,,
51.99,930,,
52,930,,
52.01,880,,
52.02,870,,
52.03,790,,
52.04,810,,
52.05,790,,
52.06,850,,
52.07,850,,
52.08,830,,
52.09,860,,
52.1,850,,
52.11,770,,
52.12,840,,
52.13,830,,
52.14,1040,,
52.15,880,,
52.16,780,,
52.17,840,,
52.18,910,,
52.19,890,,
52.2,940,,
52.21,920,,
52.22,950,,
52.23,800,,
52.24,820,,
52.25,940,,
52.26,1030,,
52.27,980,,
52.28,870,,
52.29,950,,
52.3,910,,
52.31,840,,
52.32,960,,
52.33,840,,
52.34,890,,
52.35,1010,,
52.36,1020,,
52.37,890,,
52.38,900,,
52.39,800,,
52.4,850,,
52.41,830,,
52.42,870,,
52.43,880,,
52.44,900,,
52.45,830,,
52.46,850,,
52.47,850,,
